tripduration,starttime,stoptime,startstationid,startstationname,startstationlatitude,startstationlongitude,endstationid,endstationname,endstationlatitude,endstationlongitude,bikeid,usertype,birthyear,gender
565,1/7/2013 8:39:00,1/7/2013 8:48:00,468,Broadway & W 55 St,40.7652654,-73.98192338,385,E 55 St & 2 Ave,40.75797322,-73.96603308,15679,Subscriber,1960,1
439,1/7/2013 8:39:00,1/7/2013 8:46:00,164,E 47 St & 2 Ave,40.75323098,-73.97032517,524,W 43 St & 6 Ave,40.75527307,-73.98316936,16970,Subscriber,1990,1
1966,1/7/2013 8:39:00,1/7/2013 9:12:00,527,E 33 St & 1 Ave,40.74315566,-73.97434726,351,Front St & Maiden Ln,40.70530954,-74.00612572,16326,Subscriber,1986,2
424,1/7/2013 8:39:00,1/7/2013 8:46:00,375,Mercer St & Bleecker St,40.72679454,-73.99695094,173,Broadway & W 49 St,40.76064679,-73.98442659,19475,Subscriber,1957,1
988,1/7/2013 8:39:00,1/7/2013 8:55:00,247,Perry St & Bleecker St,40.73535398,-74.00483091,195,Liberty St & Broadway,40.70905623,-74.01043382,16833,Subscriber,1973,1
892,1/7/2013 8:39:00,1/7/2013 8:54:00,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,116,W 17 St & 8 Ave,40.74177603,-74.00149746,20282,Subscriber,1973,1
281,1/7/2013 8:39:00,1/7/2013 8:44:00,445,E 10 St & Avenue A,40.72740794,-73.98142006,293,Lafayette St & E 8 St,40.73028666,-73.9907647,17955,Subscriber,1986,1
2284,1/7/2013 8:39:00,1/7/2013 9:17:00,469,Broadway & W 53 St,40.76344058,-73.98268129,441,E 52 St & 2 Ave,40.756014,-73.967416,17270,Subscriber,1967,1
389,1/7/2013 8:39:00,1/7/2013 8:45:00,519,Pershing Square N,40.75188406,-73.97770164,472,E 32 St & Park Ave,40.7457121,-73.98194829,16396,Subscriber,1952,1
828,1/7/2013 8:39:00,1/7/2013 8:53:00,2004,6 Ave & Broome St,40.724399,-74.004704,168,W 18 St & 6 Ave,40.73971301,-73.99456405,16987,Customer,\N,0
934,1/7/2013 8:39:00,1/7/2013 8:55:00,507,E 25 St & 2 Ave,40.73912601,-73.97973776,464,E 56 St & 3 Ave,40.75934501,-73.96759673,19779,Subscriber,1984,1
791,1/7/2013 8:39:00,1/7/2013 8:52:00,492,W 33 St & 7 Ave,40.75019995,-73.99093085,253,W 13 St & 5 Ave,40.73543934,-73.99453948,16935,Subscriber,1986,1
321,1/7/2013 8:39:00,1/7/2013 8:44:00,127,Barrow St & Hudson St,40.73172428,-74.00674436,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,16070,Subscriber,1984,1
360,1/7/2013 8:39:00,1/7/2013 8:45:00,290,2 Ave & E 58 St,40.76020258,-73.96478473,516,E 47 St & 1 Ave,40.75206862,-73.96784384,15270,Subscriber,1980,1
1285,1/7/2013 8:39:00,1/7/2013 9:01:00,373,Willoughby Ave & Walworth St,40.69331716,-73.95381995,532,S 5 Pl & S 4 St,40.710451,-73.960876,18594,Subscriber,1984,2
277,1/7/2013 8:39:00,1/7/2013 8:44:00,473,Rivington St & Chrystie St,40.72110063,-73.9919254,410,Suffolk St & Stanton St,40.72066442,-73.98517977,19525,Subscriber,1984,2
1408,1/7/2013 8:39:00,1/7/2013 9:03:00,332,Cherry St,40.71219906,-73.97948148,474,5 Ave & E 29 St,40.7451677,-73.98683077,20014,Subscriber,1953,2
1375,1/7/2013 8:39:00,1/7/2013 9:02:00,472,E 32 St & Park Ave,40.7457121,-73.98194829,195,Liberty St & Broadway,40.70905623,-74.01043382,16784,Subscriber,1983,1
625,1/7/2013 8:39:00,1/7/2013 8:50:00,509,9 Ave & W 22 St,40.7454973,-74.00197139,375,Mercer St & Bleecker St,40.72679454,-73.99695094,17502,Subscriber,1984,2
211,1/7/2013 8:39:00,1/7/2013 8:43:00,350,Clinton St & Grand St,40.71559509,-73.9870295,531,Forsyth St & Broome St,40.71893904,-73.99266288,20224,Subscriber,1980,1
409,1/7/2013 8:39:00,1/7/2013 8:46:00,447,8 Ave & W 52 St,40.76370739,-73.9851615,538,W 49 St & 5 Ave,40.75795248,-73.97787642,15388,Subscriber,1979,1
1346,1/7/2013 8:39:00,1/7/2013 9:02:00,268,Howard St & Centre St,40.71910537,-73.99973337,153,E 40 St & 5 Ave,40.75206231,-73.9816324,18378,Customer,\N,0
428,1/7/2013 8:39:00,1/7/2013 8:46:00,496,E 16 St & 5 Ave,40.73726186,-73.99238967,444,Broadway & W 24 St,40.7423543,-73.98915076,17646,Subscriber,1970,1
691,1/7/2013 8:39:00,1/7/2013 8:51:00,459,W 20 St & 11 Ave,40.746745,-74.007756,297,E 15 St & 3 Ave,40.734232,-73.986923,18154,Subscriber,1959,1
571,1/7/2013 8:39:00,1/7/2013 8:49:00,447,8 Ave & W 52 St,40.76370739,-73.9851615,228,E 48 St & 3 Ave,40.7546011,-73.97187886,19340,Subscriber,1978,2
1446,1/7/2013 8:39:00,1/7/2013 9:03:00,417,Barclay St & Church St,40.71291224,-74.01020234,233,Joralemon St & Adams St,40.69246277,-73.98963911,18129,Subscriber,1949,1
777,1/7/2013 8:39:00,1/7/2013 8:52:00,393,E 5 St & Avenue C,40.72299208,-73.97995466,469,Broadway & W 53 St,40.76344058,-73.98268129,18098,Subscriber,1974,1
275,1/7/2013 8:39:00,1/7/2013 8:44:00,485,W 37 St & 5 Ave,40.75038009,-73.98338988,517,Pershing Square S,40.75149263,-73.97798848,16212,Subscriber,1966,1
234,1/7/2013 8:39:00,1/7/2013 8:43:00,195,Liberty St & Broadway,40.70905623,-74.01043382,337,Old Slip & Front St,40.7037992,-74.00838676,18696,Subscriber,1988,1
830,1/7/2013 8:39:00,1/7/2013 8:53:00,290,2 Ave & E 58 St,40.76020258,-73.96478473,524,W 43 St & 6 Ave,40.75527307,-73.98316936,16893,Subscriber,1968,1
558,1/7/2013 8:39:00,1/7/2013 8:49:00,540,Lexington Ave & E 26 St,40.74147286,-73.98320928,153,E 40 St & 5 Ave,40.75206231,-73.9816324,17396,Subscriber,1983,1
1254,1/7/2013 8:39:00,1/7/2013 9:00:00,297,E 15 St & 3 Ave,40.734232,-73.986923,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,16813,Customer,\N,0
1422,1/7/2013 8:39:00,1/7/2013 9:03:00,368,Carmine St & 6 Ave,40.73038599,-74.00214988,427,State St,40.70251526,-74.01427023,19188,Subscriber,1982,1
589,1/7/2013 8:39:00,1/7/2013 8:49:00,195,Liberty St & Broadway,40.70905623,-74.01043382,534,Water - Whitehall Plaza,40.70255065,-74.0127234,17233,Subscriber,1961,1
1276,1/7/2013 8:40:00,1/7/2013 9:01:00,432,E 7 St & Avenue A,40.72621788,-73.98379855,228,E 48 St & 3 Ave,40.7546011,-73.97187886,15532,Subscriber,1985,1
149,1/7/2013 8:40:00,1/7/2013 8:42:00,168,W 18 St & 6 Ave,40.73971301,-73.99456405,464,E 56 St & 3 Ave,40.75934501,-73.96759673,17904,Customer,\N,0
1022,1/7/2013 8:40:00,1/7/2013 8:57:00,488,W 39 St & 9 Ave,40.75645824,-73.99372222,168,W 18 St & 6 Ave,40.73971301,-73.99456405,18510,Subscriber,1975,1
1076,1/7/2013 8:40:00,1/7/2013 8:58:00,393,E 5 St & Avenue C,40.72299208,-73.97995466,405,Washington St & Gansevoort St,40.739323,-74.008119,15415,Subscriber,1987,1
518,1/7/2013 8:40:00,1/7/2013 8:48:00,326,E 11 St & 1 Ave,40.72953837,-73.98426726,375,Mercer St & Bleecker St,40.72679454,-73.99695094,20079,Subscriber,1990,2
1542,1/7/2013 8:40:00,1/7/2013 9:05:00,511,E 14 St & Avenue B,40.72938685,-73.97772429,517,Pershing Square S,40.75149263,-73.97798848,19366,Subscriber,1981,2
641,1/7/2013 8:40:00,1/7/2013 8:50:00,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,500,Broadway & W 51 St,40.76228826,-73.98336183,15988,Subscriber,1986,1
736,1/7/2013 8:40:00,1/7/2013 8:52:00,357,E 11 St & Broadway,40.73261787,-73.99158043,347,W Houston St & Hudson St,40.72873888,-74.00748842,17821,Customer,\N,0
380,1/7/2013 8:40:00,1/7/2013 8:46:00,309,Murray St & West St,40.7149787,-74.013012,388,W 26 St & 10 Ave,40.74971775,-74.00295035,19581,Customer,\N,0
710,1/7/2013 8:40:00,1/7/2013 8:52:00,174,E 25 St & 1 Ave,40.7381765,-73.97738662,164,E 47 St & 2 Ave,40.75323098,-73.97032517,16401,Subscriber,1970,2
409,1/7/2013 8:40:00,1/7/2013 8:47:00,266,Avenue D & E 8 St,40.72368361,-73.97574813,392,Jay St & Tech Pl,40.695065,-73.987167,16587,Subscriber,1978,1
571,1/7/2013 8:40:00,1/7/2013 8:49:00,442,W 27 St & 7 Ave,40.746647,-73.993915,465,Broadway & W 41 St,40.75513557,-73.98658032,17427,Subscriber,1988,1
570,1/7/2013 8:40:00,1/7/2013 8:49:00,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,500,Broadway & W 51 St,40.76228826,-73.98336183,17225,Subscriber,1974,2
1296,1/7/2013 8:40:00,1/7/2013 9:01:00,422,W 59 St & 10 Ave,40.770513,-73.988038,463,9 Ave & W 16 St,40.74206539,-74.00443172,14865,Subscriber,1977,1
1411,1/7/2013 8:40:00,1/7/2013 9:03:00,237,E 11 St & 2 Ave,40.73047309,-73.98672378,306,Cliff St & Fulton St,40.70823502,-74.00530063,16693,Subscriber,1983,2
655,1/7/2013 8:40:00,1/7/2013 8:51:00,294,Washington Square E,40.73049393,-73.9957214,426,West St & Chambers St,40.71754834,-74.01322069,17262,Subscriber,1979,2
666,1/7/2013 8:40:00,1/7/2013 8:51:00,363,West Thames St,40.70834698,-74.01713445,415,Pearl St & Hanover Square,40.7047177,-74.00926027,14947,Subscriber,1980,1
1555,1/7/2013 8:40:00,1/7/2013 9:06:00,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,328,Watts St & Greenwich St,40.72405549,-74.00965965,16962,Subscriber,1954,1
862,1/7/2013 8:40:00,1/7/2013 8:54:00,458,11 Ave & W 27 St,40.751396,-74.005226,496,E 16 St & 5 Ave,40.73726186,-73.99238967,17146,Subscriber,1961,1
645,1/7/2013 8:40:00,1/7/2013 8:51:00,505,6 Ave & W 33 St,40.74901271,-73.98848395,167,E 39 St & 3 Ave,40.7489006,-73.97604882,17969,Subscriber,1972,1
875,1/7/2013 8:40:00,1/7/2013 8:55:00,519,Pershing Square N,40.75188406,-73.97770164,500,Broadway & W 51 St,40.76228826,-73.98336183,17546,Subscriber,1959,2
226,1/7/2013 8:40:00,1/7/2013 8:44:00,469,Broadway & W 53 St,40.76344058,-73.98268129,472,E 32 St & Park Ave,40.7457121,-73.98194829,17923,Subscriber,1989,1
524,1/7/2013 8:40:00,1/7/2013 8:49:00,540,Lexington Ave & E 26 St,40.74147286,-73.98320928,267,Broadway & W 36 St,40.75097711,-73.98765428,18185,Subscriber,1967,1
1546,1/7/2013 8:40:00,1/7/2013 9:06:00,150,E 2 St & Avenue C,40.7208736,-73.98085795,533,Broadway & W 39 St,40.75299641,-73.98721619,16876,Subscriber,1982,2
863,1/7/2013 8:40:00,1/7/2013 8:55:00,484,W 44 St & 5 Ave,40.75500254,-73.98014437,382,University Pl & E 14 St,40.73492695,-73.99200509,18883,Subscriber,1950,1
901,1/7/2013 8:40:00,1/7/2013 8:55:00,317,E 6 St & Avenue B,40.72453734,-73.98185424,540,Lexington Ave & E 26 St,40.74147286,-73.98320928,19286,Subscriber,1988,1
430,1/7/2013 8:40:00,1/7/2013 8:47:00,503,E 20 St & Park Ave,40.73827428,-73.98751968,174,E 25 St & 1 Ave,40.7381765,-73.97738662,18333,Subscriber,1981,1
789,1/7/2013 8:40:00,1/7/2013 8:53:00,127,Barrow St & Hudson St,40.73172428,-74.00674436,401,Allen St & Rivington St,40.72019576,-73.98997825,16179,Subscriber,1977,2
236,1/7/2013 8:40:00,1/7/2013 8:44:00,128,MacDougal St & Prince St,40.72710258,-74.00297088,358,Christopher St & Greenwich St,40.73291553,-74.00711384,18396,Subscriber,1988,1
195,1/7/2013 8:40:00,1/7/2013 8:44:00,405,Washington St & Gansevoort St,40.739323,-74.008119,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,18978,Customer,\N,0
333,1/7/2013 8:40:00,1/7/2013 8:46:00,417,Barclay St & Church St,40.71291224,-74.01020234,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,19222,Subscriber,1975,1
635,1/7/2013 8:40:00,1/7/2013 8:51:00,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,228,E 48 St & 3 Ave,40.7546011,-73.97187886,20518,Subscriber,1987,2
197,1/7/2013 8:40:00,1/7/2013 8:44:00,363,West Thames St,40.70834698,-74.01713445,304,Broadway & Battery Pl,40.70463334,-74.01361706,18347,Subscriber,1979,1
501,1/7/2013 8:40:00,1/7/2013 8:49:00,137,E 56 St & Madison Ave,40.761628,-73.972924,242,Flushing Ave & Carlton Ave,40.69788349,-73.97350332,16640,Subscriber,1984,1
431,1/7/2013 8:40:00,1/7/2013 8:48:00,540,Lexington Ave & E 26 St,40.74147286,-73.98320928,519,Pershing Square N,40.75188406,-73.97770164,16483,Subscriber,1980,1
1877,1/7/2013 8:40:00,1/7/2013 9:12:00,446,W 24 St & 7 Ave,40.74487634,-73.99529885,259,South St & Whitehall St,40.70122128,-74.01234218,20533,Subscriber,1979,1
641,1/7/2013 8:40:00,1/7/2013 8:51:00,368,Carmine St & 6 Ave,40.73038599,-74.00214988,325,E 19 St & 3 Ave,40.73624527,-73.98473765,20085,Subscriber,1968,1
865,1/7/2013 8:40:00,1/7/2013 8:55:00,474,5 Ave & E 29 St,40.7451677,-73.98683077,352,W 56 St & 6 Ave,40.76340613,-73.97722479,17266,Subscriber,1978,2
907,1/7/2013 8:40:00,1/7/2013 8:56:00,391,Clark St & Henry St,40.69760127,-73.99344559,509,9 Ave & W 22 St,40.7454973,-74.00197139,17026,Subscriber,1974,1
930,1/7/2013 8:40:00,1/7/2013 8:56:00,275,Washington Ave & Greene Ave,40.68650065,-73.96563307,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,17460,Subscriber,1977,1
552,1/7/2013 8:40:00,1/7/2013 8:50:00,350,Clinton St & Grand St,40.71559509,-73.9870295,315,South St & Gouverneur Ln,40.70355377,-74.00670227,16949,Subscriber,1986,1
1130,1/7/2013 8:41:00,1/7/2013 8:59:00,146,Hudson St & Reade St,40.71625008,-74.0091059,417,Barclay St & Church St,40.71291224,-74.01020234,18519,Subscriber,1981,2
281,1/7/2013 8:41:00,1/7/2013 8:45:00,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,465,Broadway & W 41 St,40.75513557,-73.98658032,19338,Subscriber,1968,1
586,1/7/2013 8:41:00,1/7/2013 8:50:00,72,W 52 St & 11 Ave,40.76727216,-73.99392888,243,Fulton St & Rockwell Pl,40.687979,-73.978474,15987,Subscriber,1985,2
511,1/7/2013 8:41:00,1/7/2013 8:49:00,266,Avenue D & E 8 St,40.72368361,-73.97574813,251,Mott St & Prince St,40.72317958,-73.99480012,18717,Subscriber,1982,1
1068,1/7/2013 8:41:00,1/7/2013 8:58:00,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,516,E 47 St & 1 Ave,40.75206862,-73.96784384,20086,Subscriber,1982,2
2689,1/7/2013 8:41:00,1/7/2013 9:26:00,305,E 58 St & 3 Ave,40.76095756,-73.96724467,538,W 49 St & 5 Ave,40.75795248,-73.97787642,18008,Customer,\N,0
2710,1/7/2013 8:41:00,1/7/2013 9:26:00,397,Fulton St & Clermont Ave,40.68415748,-73.96922273,212,W 16 St & The High Line,40.74334935,-74.00681753,18472,Subscriber,1974,1
364,1/7/2013 8:41:00,1/7/2013 8:47:00,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,300,Shevchenko Pl & E 6 St,40.728145,-73.990214,19619,Subscriber,1983,2
457,1/7/2013 8:41:00,1/7/2013 8:49:00,498,Broadway & W 32 St,40.74854862,-73.98808416,519,Pershing Square N,40.75188406,-73.97770164,16734,Subscriber,1984,1
862,1/7/2013 8:41:00,1/7/2013 8:55:00,504,1 Ave & E 15 St,40.73221853,-73.98165557,519,Pershing Square N,40.75188406,-73.97770164,16589,Subscriber,1985,1
1388,1/7/2013 8:41:00,1/7/2013 9:04:00,495,W 47 St & 10 Ave,40.76269882,-73.99301222,531,Forsyth St & Broome St,40.71893904,-73.99266288,14583,Subscriber,1962,1
611,1/7/2013 8:41:00,1/7/2013 8:51:00,319,Park Pl & Church St,40.71336124,-74.00937622,415,Pearl St & Hanover Square,40.7047177,-74.00926027,20618,Subscriber,1979,2
407,1/7/2013 8:41:00,1/7/2013 8:48:00,257,Lispenard St & Broadway,40.71939226,-74.00247214,128,MacDougal St & Prince St,40.72710258,-74.00297088,19952,Subscriber,1978,1
657,1/7/2013 8:41:00,1/7/2013 8:52:00,490,8 Ave & W 33 St,40.751551,-73.993934,173,Broadway & W 49 St,40.76064679,-73.98442659,20575,Subscriber,1974,1
1266,1/7/2013 8:41:00,1/7/2013 9:02:00,355,Bayard St & Baxter St,40.71602118,-73.99974372,523,W 38 St & 8 Ave,40.75466591,-73.99138152,18987,Subscriber,1987,1
574,1/7/2013 8:41:00,1/7/2013 8:51:00,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,490,8 Ave & W 33 St,40.751551,-73.993934,15926,Subscriber,1965,1
615,1/7/2013 8:41:00,1/7/2013 8:51:00,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,17313,Subscriber,1969,1
834,1/7/2013 8:41:00,1/7/2013 8:55:00,524,W 43 St & 6 Ave,40.75527307,-73.98316936,500,Broadway & W 51 St,40.76228826,-73.98336183,16560,Subscriber,1974,1
1555,1/7/2013 8:41:00,1/7/2013 9:07:00,459,W 20 St & 11 Ave,40.746745,-74.007756,446,W 24 St & 7 Ave,40.74487634,-73.99529885,17080,Subscriber,1979,1
1157,1/7/2013 8:41:00,1/7/2013 9:01:00,465,Broadway & W 41 St,40.75513557,-73.98658032,515,W 43 St & 10 Ave,40.76009437,-73.99461843,15440,Subscriber,1979,2
764,1/7/2013 8:41:00,1/7/2013 8:54:00,415,Pearl St & Hanover Square,40.7047177,-74.00926027,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,19559,Subscriber,1985,2
216,1/7/2013 8:41:00,1/7/2013 8:45:00,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,524,W 43 St & 6 Ave,40.75527307,-73.98316936,17972,Subscriber,1957,1
710,1/7/2013 8:41:00,1/7/2013 8:53:00,347,W Houston St & Hudson St,40.72873888,-74.00748842,382,University Pl & E 14 St,40.73492695,-73.99200509,17938,Customer,\N,0
513,1/7/2013 8:42:00,1/7/2013 8:50:00,267,Broadway & W 36 St,40.75097711,-73.98765428,173,Broadway & W 49 St,40.76064679,-73.98442659,18501,Subscriber,1983,1
767,1/7/2013 8:42:00,1/7/2013 8:54:00,347,W Houston St & Hudson St,40.72873888,-74.00748842,303,Mercer St & Spring St,40.72362738,-73.99949601,16710,Subscriber,1966,2
258,1/7/2013 8:42:00,1/7/2013 8:46:00,291,Madison St & Montgomery St,40.713126,-73.984844,307,Canal St & Rutgers St,40.71427487,-73.98990025,17329,Customer,\N,0
206,1/7/2013 8:42:00,1/7/2013 8:45:00,444,Broadway & W 24 St,40.7423543,-73.98915076,446,W 24 St & 7 Ave,40.74487634,-73.99529885,16213,Subscriber,1986,1
1068,1/7/2013 8:42:00,1/7/2013 8:59:00,173,Broadway & W 49 St,40.76064679,-73.98442659,212,W 16 St & The High Line,40.74334935,-74.00681753,17888,Subscriber,1978,1
689,1/7/2013 8:42:00,1/7/2013 8:53:00,408,Market St & Cherry St,40.71076228,-73.99400398,415,Pearl St & Hanover Square,40.7047177,-74.00926027,15812,Subscriber,1977,1
505,1/7/2013 8:42:00,1/7/2013 8:50:00,167,E 39 St & 3 Ave,40.7489006,-73.97604882,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,17476,Subscriber,1978,1
504,1/7/2013 8:42:00,1/7/2013 8:50:00,439,E 4 St & 2 Ave,40.7262807,-73.98978041,254,W 11 St & 6 Ave,40.73532427,-73.99800419,15828,Subscriber,1976,1
1559,1/7/2013 8:42:00,1/7/2013 9:08:00,259,South St & Whitehall St,40.70122128,-74.01234218,518,E 39 St & 2 Ave,40.74780373,-73.9734419,15085,Subscriber,1974,1
2063,1/7/2013 8:42:00,1/7/2013 9:16:00,508,W 46 St & 11 Ave,40.76341379,-73.99667444,363,West Thames St,40.70834698,-74.01713445,17792,Subscriber,1958,2
882,1/7/2013 8:42:00,1/7/2013 8:57:00,468,Broadway & W 55 St,40.7652654,-73.98192338,525,W 34 St & 11 Ave,40.75594159,-74.0021163,19415,Customer,\N,0
1449,1/7/2013 8:42:00,1/7/2013 9:06:00,511,E 14 St & Avenue B,40.72938685,-73.97772429,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,19085,Subscriber,1984,1
1548,1/7/2013 8:42:00,1/7/2013 9:08:00,526,E 33 St & 5 Ave,40.74765947,-73.98490707,355,Bayard St & Baxter St,40.71602118,-73.99974372,20553,Subscriber,1987,1
692,1/7/2013 8:42:00,1/7/2013 8:54:00,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,536,1 Ave & E 30 St,40.74144387,-73.97536082,20020,Subscriber,1957,1
385,1/7/2013 8:42:00,1/7/2013 8:48:00,402,Broadway & E 22 St,40.7403432,-73.98955109,546,E 30 St & Park Ave S,40.74444921,-73.98303529,15062,Subscriber,1986,1
521,1/7/2013 8:42:00,1/7/2013 8:51:00,405,Washington St & Gansevoort St,40.739323,-74.008119,168,W 18 St & 6 Ave,40.73971301,-73.99456405,18110,Subscriber,1981,2
623,1/7/2013 8:42:00,1/7/2013 8:52:00,519,Pershing Square N,40.75188406,-73.97770164,72,W 52 St & 11 Ave,40.76727216,-73.99392888,14971,Subscriber,1972,1
638,1/7/2013 8:42:00,1/7/2013 8:53:00,313,Washington Ave & Park Ave,40.69610226,-73.96751037,300,Shevchenko Pl & E 6 St,40.728145,-73.990214,18666,Subscriber,1978,2
1032,1/7/2013 8:42:00,1/7/2013 8:59:00,523,W 38 St & 8 Ave,40.75466591,-73.99138152,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,14542,Subscriber,1971,1
164,1/7/2013 8:42:00,1/7/2013 8:45:00,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,19816,Subscriber,1979,1
677,1/7/2013 8:42:00,1/7/2013 8:54:00,345,W 13 St & 6 Ave,40.73649403,-73.99704374,243,Fulton St & Rockwell Pl,40.687979,-73.978474,15715,Customer,\N,0
1561,1/7/2013 8:42:00,1/7/2013 9:08:00,352,W 56 St & 6 Ave,40.76340613,-73.97722479,346,Bank St & Hudson St,40.73652889,-74.00618026,18070,Customer,\N,0
157,1/7/2013 8:42:00,1/7/2013 8:45:00,497,E 17 St & Broadway,40.73704984,-73.99009296,497,E 17 St & Broadway,40.73704984,-73.99009296,17655,Subscriber,1970,1
1062,1/7/2013 8:42:00,1/7/2013 9:00:00,391,Clark St & Henry St,40.69760127,-73.99344559,329,Greenwich St & N Moore St,40.72043411,-74.01020609,19364,Subscriber,1978,1
282,1/7/2013 8:42:00,1/7/2013 8:47:00,347,W Houston St & Hudson St,40.72873888,-74.00748842,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,18231,Subscriber,1966,1
378,1/7/2013 8:42:00,1/7/2013 8:49:00,2004,6 Ave & Broome St,40.724399,-74.004704,355,Bayard St & Baxter St,40.71602118,-73.99974372,15128,Subscriber,1963,1
700,1/7/2013 8:42:00,1/7/2013 8:54:00,253,W 13 St & 5 Ave,40.73543934,-73.99453948,2012,E 27 St & 1 Ave,40.739445,-73.976806,17594,Subscriber,1969,1
802,1/7/2013 8:42:00,1/7/2013 8:56:00,498,Broadway & W 32 St,40.74854862,-73.98808416,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,16165,Customer,\N,0
1067,1/7/2013 8:42:00,1/7/2013 9:00:00,519,Pershing Square N,40.75188406,-73.97770164,463,9 Ave & W 16 St,40.74206539,-74.00443172,19495,Subscriber,1973,1
483,1/7/2013 8:42:00,1/7/2013 8:50:00,519,Pershing Square N,40.75188406,-73.97770164,444,Broadway & W 24 St,40.7423543,-73.98915076,16270,Subscriber,1975,1
779,1/7/2013 8:42:00,1/7/2013 8:55:00,457,Broadway & W 58 St,40.76695317,-73.98169333,485,W 37 St & 5 Ave,40.75038009,-73.98338988,16816,Subscriber,1981,1
693,1/7/2013 8:42:00,1/7/2013 8:54:00,511,E 14 St & Avenue B,40.72938685,-73.97772429,455,1 Ave & E 44 St,40.75001986,-73.96905301,14645,Subscriber,1970,1
1350,1/7/2013 8:42:00,1/7/2013 9:05:00,428,E 3 St & 1 Ave,40.72467721,-73.98783413,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,16689,Subscriber,1984,1
759,1/7/2013 8:43:00,1/7/2013 8:55:00,517,Pershing Square S,40.75149263,-73.97798848,174,E 25 St & 1 Ave,40.7381765,-73.97738662,19875,Subscriber,1974,1
1619,1/7/2013 8:43:00,1/7/2013 9:10:00,394,E 9 St & Avenue C,40.72521311,-73.97768752,488,W 39 St & 9 Ave,40.75645824,-73.99372222,17035,Subscriber,1985,2
1546,1/7/2013 8:43:00,1/7/2013 9:08:00,352,W 56 St & 6 Ave,40.76340613,-73.97722479,346,Bank St & Hudson St,40.73652889,-74.00618026,14787,Customer,\N,0
1263,1/7/2013 8:43:00,1/7/2013 9:04:00,167,E 39 St & 3 Ave,40.7489006,-73.97604882,497,E 17 St & Broadway,40.73704984,-73.99009296,17219,Customer,\N,0
736,1/7/2013 8:43:00,1/7/2013 8:55:00,459,W 20 St & 11 Ave,40.746745,-74.007756,467,Dean St & 4 Ave,40.68312489,-73.97895137,20537,Subscriber,1957,1
498,1/7/2013 8:43:00,1/7/2013 8:51:00,469,Broadway & W 53 St,40.76344058,-73.98268129,486,Broadway & W 29 St,40.7462009,-73.98855723,17523,Subscriber,1971,2
1753,1/7/2013 8:43:00,1/7/2013 9:12:00,457,Broadway & W 58 St,40.76695317,-73.98169333,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,15991,Subscriber,1983,1
1404,1/7/2013 8:43:00,1/7/2013 9:06:00,403,E 2 St & 2 Ave,40.72502876,-73.99069656,195,Liberty St & Broadway,40.70905623,-74.01043382,20606,Subscriber,1960,1
392,1/7/2013 8:43:00,1/7/2013 8:49:00,224,Spruce St & Nassau St,40.71146364,-74.00552427,320,Church St & Leonard St,40.71743998,-74.00583475,20064,Subscriber,1958,1
1495,1/7/2013 8:43:00,1/7/2013 9:08:00,332,Cherry St,40.71219906,-73.97948148,519,Pershing Square N,40.75188406,-73.97770164,15493,Subscriber,1967,1
721,1/7/2013 8:43:00,1/7/2013 8:55:00,457,Broadway & W 58 St,40.76695317,-73.98169333,359,E 47 St & Park Ave,40.75510267,-73.97498696,17091,Subscriber,1987,1
472,1/7/2013 8:43:00,1/7/2013 8:51:00,434,9 Ave & W 18 St,40.74317449,-74.00366443,461,E 20 St & 2 Ave,40.73587678,-73.98205027,14851,Subscriber,1977,1
335,1/7/2013 8:43:00,1/7/2013 8:48:00,442,W 27 St & 7 Ave,40.746647,-73.993915,523,W 38 St & 8 Ave,40.75466591,-73.99138152,15242,Subscriber,1982,1
